timestamp_s,follower_id,leader_id,follower_type,leader_type,xs,ys,xl,yl,Lx_m,Ly_m,v_follower_mps,v_leader_mps,leader_length_m,a_follower_mps2,a_leader_mps2,leader_rank,TTC_s,DRAC_mps2,TTC_unsafe,DRAC_unsafe,signal_cycle,phase
0.0,1,5,truck,car,8.2955,5.599,16.0615,7.569,3.266,-0.18,0.2103,0.5728,4.5,8.0449,7.5793,1,inf,0.0,False,False,1,GREEN
0.0,1,9,truck,car,8.2955,5.599,16.6948,6.4143,3.8993,-1.3347,0.2103,1.2986,4.5,8.0449,-1.8361,2,inf,0.0,False,False,1,GREEN
0.0,1,11,truck,truck,8.2955,5.599,21.054,5.766,4.7585,-2.333,0.2103,1.1611,8.0,8.0449,-0.8406,3,inf,0.0,False,False,1,GREEN
0.0,2,8,car,truck,21.3218,7.9842,27.0815,10.187,-2.2403,0.0528,1.926,2.4235,8.0,0.5691,12.1183,1,,,False,False,1,GREEN
0.0,2,7,car,car,21.3218,7.9842,28.6144,8.3739,2.7926,-1.4103,1.926,0.1407,4.5,0.5691,-0.0006,2,1.5642188987845185,0.5706682106280885,False,False,1,GREEN
0.0,3,6,car,car,6.9705,9.487,9.608,7.8655,-1.8625,-0.1785,2.2227,1.2786,4.5,3.5546,6.2183,1,,,False,False,1,GREEN
0.0,3,2,car,car,6.9705,9.487,21.3218,7.9842,9.8513,-0.2972,2.2227,1.926,4.5,3.5546,0.5691,2,33.20289855072462,0.0044679834133566,False,False,1,GREEN
0.0,3,8,car,truck,6.9705,9.487,27.0815,10.187,12.111,-1.45,2.2227,2.4235,8.0,3.5546,12.1183,3,inf,0.0,False,False,1,GREEN
0.0,3,7,car,car,6.9705,9.487,28.6144,8.3739,17.1439,-0.6869,2.2227,0.1407,4.5,3.5546,-0.0006,4,8.234341978866473,0.1264217593429733,False,False,1,GREEN
0.0,5,9,car,car,16.0615,7.569,16.6948,6.4143,-3.8667,-0.6453,0.5728,1.2986,4.5,7.5793,-1.8361,1,,,False,False,1,GREEN
0.0,5,11,car,truck,16.0615,7.569,21.054,5.766,-3.0075,-0.347,0.5728,1.1611,8.0,7.5793,-0.8406,2,,,False,False,1,GREEN
0.0,5,2,car,car,16.0615,7.569,21.3218,7.9842,0.7603,-1.3848,0.5728,1.926,4.5,7.5793,0.5691,3,inf,0.0,False,False,1,GREEN
0.0,5,7,car,car,16.0615,7.569,28.6144,8.3739,8.0529,-0.9951,0.5728,0.1407,4.5,7.5793,-0.0006,4,18.636658180976625,0.0115927436078928,False,False,1,GREEN
0.0,6,5,car,car,9.608,7.8655,16.0615,7.569,1.9535,-1.5035,1.2786,0.5728,4.5,6.2183,7.5793,1,2.7677812411448004,0.1275028512925518,False,False,1,GREEN
0.0,6,9,car,car,9.608,7.8655,16.6948,6.4143,2.5868,-0.3488,1.2786,1.2986,4.5,6.2183,-1.8361,2,inf,0.0,False,False,1,GREEN
0.0,6,11,car,truck,9.608,7.8655,21.054,5.766,3.446,-0.0505,1.2786,1.1611,8.0,6.2183,-0.8406,3,29.3276595744681,0.0020032283807312,False,False,1,GREEN
0.0,6,2,car,car,9.608,7.8655,21.3218,7.9842,7.2138,-1.6813,1.2786,1.926,4.5,6.2183,0.5691,4,inf,0.0,False,False,1,GREEN
0.0,6,7,car,car,9.608,7.8655,28.6144,8.3739,14.5064,-1.2916,1.2786,0.1407,4.5,6.2183,-0.0006,5,12.74839616838035,0.0446291433436276,False,False,1,GREEN
0.0,8,7,truck,car,27.0815,10.187,28.6144,8.3739,-2.9671,-0.3369,2.4235,0.1407,4.5,12.1183,-0.0006,1,,,False,False,1,GREEN
0.0,9,11,car,truck,16.6948,6.4143,21.054,5.766,-3.6408,-1.5017,1.2986,1.1611,8.0,-1.8361,-0.8406,1,,,False,False,1,GREEN
0.0,9,2,car,car,16.6948,6.4143,21.3218,7.9842,0.127,-0.2301,1.2986,1.926,4.5,-1.8361,0.5691,2,inf,0.0,False,False,1,GREEN
0.0,10,4,bus,car,1.8565,11.4115,5.8815,12.5915,-0.475,-0.97,3.5784,6.2079,4.5,13.1239,-7.2558,1,,,False,False,1,GREEN
0.0,10,3,bus,car,1.8565,11.4115,6.9705,9.487,0.614,-0.2255,3.5784,2.2227,4.5,13.1239,3.5546,2,0.4529025595633253,1.4966795521172631,True,False,1,GREEN
0.0,10,8,bus,truck,1.8565,11.4115,27.0815,10.187,17.225,-1.2755,3.5784,2.4235,8.0,13.1239,12.1183,3,14.914711230409566,0.038716807256894,False,False,1,GREEN
0.0,11,2,truck,car,21.054,5.766,21.3218,7.9842,-4.2322,0.0682,1.1611,1.926,4.5,-0.8406,0.5691,1,,,False,False,1,GREEN
0.2,1,6,truck,car,8.46,5.572,9.8715,7.6445,-3.0885,-0.0775,1.2529,1.9774,4.5,2.125,0.7383,1,,,False,False,1,GREEN
0.2,1,5,truck,car,8.46,5.572,15.9705,7.811,3.0105,0.089,1.2529,1.9115,4.5,2.125,4.7689,2,inf,0.0,False,False,1,GREEN
0.2,1,9,truck,car,8.46,5.572,16.6566,6.6464,3.6966,-1.0756,1.2529,1.1131,4.5,2.125,-0.0357,3,26.442060085836925,0.0026435156630417,False,False,1,GREEN
0.2,1,11,truck,truck,8.46,5.572,21.1604,5.9597,4.7004,-2.1123,1.2529,1.0757,8.0,2.125,-0.0142,4,26.525959367945852,0.0033401242447451,False,False,1,GREEN
0.2,2,7,car,car,21.565,8.307,28.6087,8.3463,2.5437,-1.7607,2.1529,0.1406,4.5,1.6789,-0.0006,1,1.2640759330119764,0.7959569308487634,True,False,1,GREEN
0.2,3,6,car,car,7.3475,9.1375,9.8715,7.6445,-1.976,-0.307,2.8894,1.9774,4.5,1.9524,0.7383,1,,,False,False,1,GREEN
0.2,3,5,car,car,7.3475,9.1375,15.9705,7.811,4.123,-0.4735,2.8894,1.9115,4.5,1.9524,4.7689,2,4.216177523264137,0.115969974533107,False,False,1,GREEN
0.2,3,2,car,car,7.3475,9.1375,21.565,8.307,9.7175,-0.9695,2.8894,2.1529,4.5,1.9524,1.6789,3,13.194161575016963,0.0279100720349884,False,False,1,GREEN
0.2,3,8,car,truck,7.3475,9.1375,27.609,10.654,12.2615,-0.6335,2.8894,4.5073,8.0,1.9524,8.6942,4,inf,0.0,False,False,1,GREEN
0.2,3,7,car,car,7.3475,9.1375,28.6087,8.3463,16.7612,-1.0088,2.8894,0.1406,4.5,1.9524,-0.0006,5,6.097642607683352,0.2253985824403981,False,False,1,GREEN
0.2,4,8,car,truck,6.6855,11.7875,27.609,10.654,12.9235,-1.0165,5.3682,4.5073,8.0,-1.1723,8.6942,1,15.0116157509583,0.0286744616396487,False,False,1,GREEN
0.2,5,9,car,car,15.9705,7.811,16.6566,6.6464,-3.8139,-0.6354,1.9115,1.1131,4.5,4.7689,-0.0357,1,,,False,False,1,GREEN
0.2,5,11,car,truck,15.9705,7.811,21.1604,5.9597,-2.8101,-0.2987,1.9115,1.0757,8.0,4.7689,-0.0142,2,,,False,False,1,GREEN
0.2,5,2,car,car,15.9705,7.811,21.565,8.307,1.0945,-1.304,1.9115,2.1529,4.5,4.7689,1.6789,3,inf,0.0,False,False,1,GREEN
0.2,5,7,car,car,15.9705,7.811,28.6087,8.3463,8.1382,-1.2647,1.9115,0.1406,4.5,4.7689,-0.0006,4,4.5955164040883165,0.1926769316310732,False,False,1,GREEN
0.2,6,5,car,car,9.8715,7.6445,15.9705,7.811,1.599,-1.6335,1.9774,1.9115,4.5,0.7383,4.7689,1,24.264036418816364,0.0013579768605378,False,False,1,GREEN
0.2,6,9,car,car,9.8715,7.6445,16.6566,6.6464,2.2851,-0.8019,1.9774,1.1131,4.5,0.7383,-0.0357,2,2.643873654980909,0.1634533477747144,False,False,1,GREEN
0.2,6,11,car,truck,9.8715,7.6445,21.1604,5.9597,3.2889,-0.4652,1.9774,1.0757,8.0,0.7383,-0.0142,3,3.647443717422646,0.1236071163610933,False,False,1,GREEN
0.2,6,2,car,car,9.8715,7.6445,21.565,8.307,7.1935,-1.1375,1.9774,2.1529,4.5,0.7383,1.6789,4,inf,0.0,False,False,1,GREEN
0.2,6,7,car,car,9.8715,7.6445,28.6087,8.3463,14.2372,-1.0982,1.9774,0.1406,4.5,0.7383,-0.0006,5,7.751088850174216,0.1184865788216784,False,False,1,GREEN
0.2,9,11,car,truck,16.6566,6.6464,21.1604,5.9597,-3.4962,-1.4633,1.1131,1.0757,8.0,-0.0357,-0.0142,1,,,False,False,1,GREEN
0.2,9,2,car,car,16.6566,6.6464,21.565,8.307,0.4084,-0.1394,1.1131,2.1529,4.5,-0.0357,1.6789,2,inf,0.0,False,False,1,GREEN
0.2,9,7,car,car,16.6566,6.6464,28.6087,8.3463,7.4521,-0.1001,1.1131,0.1406,4.5,-0.0357,-0.0006,3,7.662827763496145,0.0634556869875605,False,False,1,GREEN
0.2,10,4,bus,car,2.6125,10.8865,6.6855,11.7875,-0.427,-1.249,5.3295,5.3682,4.5,4.0601,-1.1723,1,,,False,False,1,GREEN
0.2,10,3,bus,car,2.6125,10.8865,7.3475,9.1375,0.235,-0.401,5.3295,2.8894,4.5,4.0601,1.9524,2,0.0963075283799844,12.66827236170213,True,True,1,GREEN
0.2,10,8,bus,truck,2.6125,10.8865,27.609,10.654,16.9965,-2.2675,5.3295,4.5073,8.0,4.0601,8.6942,3,20.67197762101677,0.0198868249345453,False,False,1,GREEN
0.2,14,1,car,truck,1.284,6.8365,8.46,5.572,-0.824,-0.8855,1.0019,1.2529,8.0,-3.6487,2.125,1,,,False,False,1,GREEN
0.2,14,6,car,car,1.284,6.8365,9.8715,7.6445,4.0875,-0.992,1.0019,1.9774,4.5,-3.6487,0.7383,2,inf,0.0,False,False,1,GREEN
0.2,14,5,car,car,1.284,6.8365,15.9705,7.811,10.1865,-0.8255,1.0019,1.9115,4.5,-3.6487,4.7689,3,inf,0.0,False,False,1,GREEN
0.2,14,9,car,car,1.284,6.8365,16.6566,6.6464,10.8726,-1.6099,1.0019,1.1131,4.5,-3.6487,-0.0357,4,inf,0.0,False,False,1,GREEN
0.2,14,11,car,truck,1.284,6.8365,21.1604,5.9597,11.8764,-1.2732,1.0019,1.0757,8.0,-3.6487,-0.0142,5,inf,0.0,False,False,1,GREEN
0.2,14,2,car,car,1.284,6.8365,21.565,8.307,15.781,-0.3295,1.0019,2.1529,4.5,-3.6487,1.6789,6,inf,0.0,False,False,1,GREEN
0.2,14,7,car,car,1.284,6.8365,28.6087,8.3463,22.8247,-0.2902,1.0019,0.1406,4.5,-3.6487,-0.0006,7,26.50029025891095,0.016250765398888,False,False,1,GREEN
0.4,1,6,truck,car,8.712,5.5545,10.171,7.4205,-3.041,-0.284,1.0898,1.5935,4.5,-3.4554,-4.3961,1,,,False,False,1,GREEN
0.4,1,9,truck,car,8.712,5.5545,16.619,6.8771,3.407,-0.8274,1.0898,1.2845,4.5,-3.4554,1.767,2,inf,0.0,False,False,1,GREEN
0.4,1,11,truck,truck,8.712,5.5545,21.2664,6.1529,4.5544,-1.9016,1.0898,1.1554,8.0,-3.4554,0.812,3,inf,0.0,False,False,1,GREEN
0.4,2,7,car,car,21.8341,8.6937,28.603,8.3188,2.2689,-1.4251,2.593,0.1405,4.5,2.7193,-0.0006,1,0.925137614678899,1.325478480761603,True,False,1,GREEN
0.4,3,6,car,car,7.846,8.827,10.171,7.4205,-2.175,-0.3935,2.8301,1.5935,4.5,-2.6325,-4.3961,1,,,False,False,1,GREEN
0.4,3,5,car,car,7.846,8.827,15.8535,8.244,3.5075,-1.217,2.8301,2.4275,4.5,-2.6325,0.3832,2,8.71212121212122,0.0231057391304347,False,False,1,GREEN
0.4,3,2,car,car,7.846,8.827,21.8341,8.6937,9.4881,-1.6667,2.8301,2.593,4.5,-2.6325,2.7193,3,40.01729228173768,0.002962469303654,False,False,1,GREEN
0.4,3,7,car,car,7.846,8.827,28.603,8.3188,16.257,-1.2918,2.8301,0.1405,4.5,-2.6325,-0.0006,4,6.044393218322428,0.222487179676447,False,False,1,GREEN
0.4,4,8,car,truck,7.502,11.066,28.385,11.365,12.883,-1.851,5.7243,5.9056,8.0,4.7063,5.318,1,inf,0.0,False,False,1,GREEN
0.4,5,9,car,car,15.8535,8.244,16.619,6.8771,-3.7345,-0.4331,2.4275,1.2845,4.5,0.3832,1.767,1,,,False,False,1,GREEN
0.4,5,11,car,truck,15.8535,8.244,21.2664,6.1529,-2.5871,-0.0589,2.4275,1.1554,8.0,0.3832,0.812,2,,,False,False,1,GREEN
0.4,5,2,car,car,15.8535,8.244,21.8341,8.6937,1.4806,-1.3503,2.4275,2.593,4.5,0.3832,2.7193,3,inf,0.0,False,False,1,GREEN
0.4,5,7,car,car,15.8535,8.244,28.603,8.3188,8.2495,-1.7252,2.4275,0.1405,4.5,0.3832,-0.0006,4,3.6071272409269777,0.3170112734105098,False,False,1,GREEN
0.4,6,5,car,car,10.171,7.4205,15.8535,8.244,1.1825,-0.9765,1.5935,2.4275,4.5,-4.3961,0.3832,1,inf,0.0,False,False,1,GREEN
0.4,6,9,car,car,10.171,7.4205,16.619,6.8771,1.948,-1.2566,1.5935,1.2845,4.5,-4.3961,1.767,2,6.304207119741101,0.0245074435318275,False,False,1,GREEN
0.4,6,11,car,truck,10.171,7.4205,21.2664,6.1529,3.0954,-0.8824,1.5935,1.1554,8.0,-4.3961,0.812,3,7.06551015749829,0.0310027153195063,False,False,1,GREEN
0.4,6,2,car,car,10.171,7.4205,21.8341,8.6937,7.1631,-0.5268,1.5935,2.593,4.5,-4.3961,2.7193,4,inf,0.0,False,False,1,GREEN
0.4,6,7,car,car,10.171,7.4205,28.603,8.3188,13.932,-0.9017,1.5935,0.1405,4.5,-4.3961,-0.0006,5,9.588437715072264,0.0757683390755096,False,False,1,GREEN
0.4,9,11,car,truck,16.619,6.8771,21.2664,6.1529,-3.3526,-1.4258,1.2845,1.1554,8.0,1.767,0.812,1,,,False,False,1,GREEN
0.4,9,2,car,car,16.619,6.8771,21.8341,8.6937,0.7151,0.0166,1.2845,2.593,4.5,1.767,2.7193,2,inf,0.0,False,False,1,GREEN
0.4,9,7,car,car,16.619,6.8771,28.603,8.3188,7.484,-0.3583,1.2845,0.1405,4.5,1.767,-0.0006,3,6.5419580419580425,0.087435595938001,False,False,1,GREEN
0.4,11,7,truck,car,21.2664,6.1529,28.603,8.3188,2.8366,0.0159,1.1554,0.1405,4.5,0.812,-0.0006,1,2.794955167996847,0.1815592628498907,False,False,1,GREEN
0.4,14,1,car,truck,1.2545,6.985,8.712,5.5545,-0.5425,-0.7195,0.6168,1.0898,8.0,-1.2,-3.4554,1,,,False,False,1,GREEN
0.4,14,3,car,car,1.2545,6.985,7.846,8.827,2.0915,0.042,0.6168,2.8301,4.5,-1.2,-2.6325,2,inf,0.0,False,False,1,GREEN
0.4,14,6,car,car,1.2545,6.985,10.171,7.4205,4.4165,-1.3645,0.6168,1.5935,4.5,-1.2,-4.3961,3,inf,0.0,False,False,1,GREEN
0.4,14,5,car,car,1.2545,6.985,15.8535,8.244,10.099,-0.541,0.6168,2.4275,4.5,-1.2,0.3832,4,inf,0.0,False,False,1,GREEN
0.4,14,9,car,car,1.2545,6.985,16.619,6.8771,10.8645,-1.6921,0.6168,1.2845,4.5,-1.2,1.767,5,inf,0.0,False,False,1,GREEN
0.4,14,11,car,truck,1.2545,6.985,21.2664,6.1529,12.0119,-1.3179,0.6168,1.1554,8.0,-1.2,0.812,6,inf,0.0,False,False,1,GREEN
0.4,14,2,car,car,1.2545,6.985,21.8341,8.6937,16.0796,-0.0913,0.6168,2.593,4.5,-1.2,2.7193,7,inf,0.0,False,False,1,GREEN
0.4,14,7,car,car,1.2545,6.985,28.603,8.3188,22.8485,-0.4662,0.6168,0.1405,4.5,-1.2,-0.0006,8,47.97081671215621,0.0049644766614876,False,False,1,GREEN
0.567,21,10,car,car,1.0704,10.1194,4.1965,9.982,-1.3739,-1.6626,3.6018,3.5007,4.5,0.3306,-14.0731,1,,,False,False,1,GREEN
0.6,1,6,truck,car,8.8775,5.6115,10.398,7.3245,-2.9795,-0.437,0.7862,0.9426,4.5,-0.1579,-2.4395,1,,,False,False,1,GREEN
0.6,1,9,truck,car,8.8775,5.6115,16.585,7.1498,3.2075,-0.6117,0.7862,1.3786,4.5,-0.1579,-0.7882,2,inf,0.0,False,False,1,GREEN
0.6,1,11,truck,truck,8.8775,5.6115,21.3882,6.3633,4.5107,-1.7482,0.7862,1.2566,8.0,-0.1579,0.2034,3,inf,0.0,False,False,1,GREEN
0.6,2,7,car,car,22.1595,9.1448,28.5973,8.2913,1.9378,-0.9465,2.8867,0.1403,4.5,0.2374,-0.0007,1,0.7055782114768424,1.946205222417174,True,False,1,GREEN
0.6,3,4,car,car,8.2655,8.552,8.3185,10.3445,-4.447,-0.0075,2.1271,4.4298,4.5,-4.4144,-17.5499,1,,,False,False,1,GREEN
0.6,3,6,car,car,8.2655,8.552,10.398,7.3245,-2.3675,-0.5725,2.1271,0.9426,4.5,-4.4144,-2.4395,2,,,False,False,1,GREEN
0.6,3,5,car,car,8.2655,8.552,15.744,8.6855,2.9785,-1.6665,2.1271,1.9367,4.5,-4.4144,-5.1523,3,15.643382352941185,0.0060856404230317,False,False,1,GREEN
0.6,3,9,car,car,8.2655,8.552,16.585,7.1498,3.8195,-0.3978,2.1271,1.3786,4.5,-4.4144,-0.7882,4,5.102872411489646,0.0733410459484225,False,False,1,GREEN
0.6,3,11,car,truck,8.2655,8.552,21.3882,6.3633,5.1227,0.0387,2.1271,1.2566,8.0,-4.4144,0.2034,5,5.884778862722573,0.0739619975794015,False,False,1,GREEN
0.6,3,2,car,car,8.2655,8.552,22.1595,9.1448,9.394,-1.2072,2.1271,2.8867,4.5,-4.4144,0.2374,6,inf,0.0,False,False,1,GREEN
0.6,3,7,car,car,8.2655,8.552,28.5973,8.2913,15.8318,-1.5393,2.1271,0.1403,4.5,-4.4144,-0.0007,7,7.96849204751359,0.1246659962859561,False,False,1,GREEN
0.6,4,5,car,car,8.3185,10.3445,15.744,8.6855,2.9255,-0.141,4.4298,1.9367,4.5,-17.5499,-5.1523,1,1.1734386907865708,1.062305180311058,True,False,1,GREEN
0.6,4,2,car,car,8.3185,10.3445,22.1595,9.1448,9.341,-0.6003,4.4298,2.8867,4.5,-17.5499,0.2374,2,6.053399002008941,0.1274573177390001,False,False,1,GREEN
0.6,4,8,car,truck,8.3185,10.3445,29.2155,12.192,12.897,-0.3025,4.4298,5.2363,8.0,-17.5499,-12.0365,3,inf,0.0,False,False,1,GREEN
0.6,5,9,car,car,15.744,8.6855,16.585,7.1498,-3.659,-0.2643,1.9367,1.3786,4.5,-5.1523,-0.7882,1,,,False,False,1,GREEN
0.6,5,2,car,car,15.744,8.6855,22.1595,9.1448,1.9155,-1.3407,1.9367,2.8867,4.5,-5.1523,0.2374,2,inf,0.0,False,False,1,GREEN
0.6,5,7,car,car,15.744,8.6855,28.5973,8.2913,8.3533,-1.4058,1.9367,0.1403,4.5,-5.1523,-0.0007,3,4.650022266755734,0.1931603653645864,False,False,1,GREEN
0.6,6,5,car,car,10.398,7.3245,15.744,8.6855,0.846,-0.439,0.9426,1.9367,4.5,-2.4395,-5.1523,1,inf,0.0,False,False,1,GREEN
0.6,6,9,car,car,10.398,7.3245,16.585,7.1498,1.687,-1.6253,0.9426,1.3786,4.5,-2.4395,-0.7882,2,inf,0.0,False,False,1,GREEN
0.6,6,11,car,truck,10.398,7.3245,21.3882,6.3633,2.9902,-1.1888,0.9426,1.2566,8.0,-2.4395,0.2034,3,inf,0.0,False,False,1,GREEN
0.6,6,2,car,car,10.398,7.3245,22.1595,9.1448,7.2615,0.0203,0.9426,2.8867,4.5,-2.4395,0.2374,4,inf,0.0,False,False,1,GREEN
0.6,6,7,car,car,10.398,7.3245,28.5973,8.2913,13.6993,-0.8332,0.9426,0.1403,4.5,-2.4395,-0.0007,5,17.07503427645519,0.0234933642594877,False,False,1,GREEN
0.6,9,11,car,truck,16.585,7.1498,21.3882,6.3633,-3.1968,-1.3635,1.3786,1.2566,8.0,-0.7882,0.2034,1,,,False,False,1,GREEN
0.6,9,7,car,car,16.585,7.1498,28.5973,8.2913,7.5123,-0.6585,1.3786,0.1403,4.5,-0.7882,-0.0007,2,6.066623596866672,0.1020584168630113,False,False,1,GREEN
0.6,11,7,truck,car,21.3882,6.3633,28.5973,8.2913,2.7091,-0.222,1.2566,0.1403,4.5,0.2034,-0.0007,1,2.426856579772463,0.2299888689970838,False,False,1,GREEN
0.6,14,1,car,truck,1.233,7.085,8.8775,5.6115,-0.3555,-0.6765,0.5647,0.7862,8.0,2.62,-0.1579,1,,,False,False,1,GREEN
0.6,14,3,car,car,1.233,7.085,8.2655,8.552,2.5325,-0.333,0.5647,2.1271,4.5,2.62,-4.4144,2,inf,0.0,False,False,1,GREEN
0.6,14,6,car,car,1.233,7.085,10.398,7.3245,4.665,-1.5605,0.5647,0.9426,4.5,2.62,-2.4395,3,inf,0.0,False,False,1,GREEN
0.6,14,5,car,car,1.233,7.085,15.744,8.6855,10.011,-0.1995,0.5647,1.9367,4.5,2.62,-5.1523,4,inf,0.0,False,False,1,GREEN
0.6,14,9,car,car,1.233,7.085,16.585,7.1498,10.852,-1.7352,0.5647,1.3786,4.5,2.62,-0.7882,5,inf,0.0,False,False,1,GREEN
0.6,14,11,car,truck,1.233,7.085,21.3882,6.3633,12.1552,-1.4283,0.5647,1.2566,8.0,2.62,0.2034,6,inf,0.0,False,False,1,GREEN
0.6,14,7,car,car,1.233,7.085,28.5973,8.2913,22.8643,-0.5937,0.5647,0.1403,4.5,2.62,-0.0007,7,53.874410933082,0.0039387901663291,False,False,1,GREEN
0.733,12,22,truck,car,6.9625,6.5935,25.9671,7.0677,14.5046,-1.6758,1.4948,0.2074,4.5,4.2801,0.0008,1,11.26658381233494,0.0571335562511203,False,False,1,GREEN
0.767,21,10,car,truck,1.6772,9.7246,4.7085,9.6505,-4.9687,-2.0759,3.6231,3.5656,8.0,-0.128,14.76,1,,,False,False,1,GREEN
0.8,1,6,truck,car,9.0235,5.618,10.569,7.2295,-2.9545,-0.5385,1.1049,1.3771,4.5,8.609,7.5776,1,,,False,False,1,GREEN
0.8,1,9,truck,car,9.0235,5.618,16.5295,7.403,3.006,-0.365,1.1049,1.2072,4.5,8.609,-0.9745,2,inf,0.0,False,False,1,GREEN
0.8,1,11,truck,truck,9.0235,5.618,21.5217,6.5695,4.4982,-1.5485,1.1049,1.1523,8.0,8.609,-1.2377,3,inf,0.0,False,False,1,GREEN
0.8,2,7,car,car,22.5188,9.5953,28.5916,8.2638,1.5728,-0.4685,2.8459,0.1402,4.5,-0.6643,-0.0007,1,0.5812913478951843,2.327318314471007,True,False,1,GREEN
0.8,3,4,car,car,8.597,8.313,8.7807,9.8427,-4.3163,-0.2703,2.3178,3.1215,4.5,6.3201,4.2564,1,,,False,False,1,GREEN
0.8,3,6,car,car,8.597,8.313,10.569,7.2295,-2.528,-0.7165,2.3178,1.3771,4.5,6.3201,7.5776,2,,,False,False,1,GREEN
0.8,3,5,car,car,8.597,8.313,15.6885,9.0465,2.5915,-1.0665,2.3178,2.1255,4.5,6.3201,7.2796,3,13.476339053562148,0.0071347269920895,False,False,1,GREEN
0.8,3,9,car,car,8.597,8.313,16.5295,7.403,3.4325,-0.89,2.3178,1.2072,4.5,6.3201,-0.9745,4,3.0906717089861337,0.1796696809905316,False,False,1,GREEN
0.8,3,11,car,truck,8.597,8.313,21.5217,6.5695,4.9247,-0.4065,2.3178,1.1523,8.0,6.3201,-1.2377,5,4.2253968253968255,0.1379160405709992,False,False,1,GREEN
0.8,3,2,car,car,8.597,8.313,22.5188,9.5953,9.4218,-0.5177,2.3178,2.8459,4.5,6.3201,-0.6643,6,inf,0.0,False,False,1,GREEN
0.8,3,7,car,car,8.597,8.313,28.5916,8.2638,15.4946,-1.7508,2.3178,0.1402,4.5,6.3201,-0.0007,7,7.115448199853049,0.1530191731312844,False,False,1,GREEN
0.8,4,5,car,car,8.7807,9.8427,15.6885,9.0465,2.4078,-1.0038,3.1215,2.1255,4.5,4.2564,7.2796,1,2.417469879518072,0.2060004983802641,False,False,1,GREEN
0.8,4,2,car,car,8.7807,9.8427,22.5188,9.5953,9.2381,-1.5526,3.1215,2.8459,4.5,4.2564,-0.6643,2,33.51995645863567,0.0041109838603176,False,False,1,GREEN
0.8,4,7,car,car,8.7807,9.8427,28.5916,8.2638,15.3109,-0.2211,3.1215,0.1402,4.5,4.2564,-0.0007,3,5.135645523764801,0.2902556247509944,False,False,1,GREEN
0.8,5,9,car,car,15.6885,9.0465,16.5295,7.403,-3.659,-0.1565,2.1255,1.2072,4.5,7.2796,-0.9745,1,,,False,False,1,GREEN
0.8,5,2,car,car,15.6885,9.0465,22.5188,9.5953,2.3303,-1.2512,2.1255,2.8459,4.5,7.2796,-0.6643,2,inf,0.0,False,False,1,GREEN
0.8,5,7,car,car,15.6885,9.0465,28.5916,8.2638,8.4031,-1.0173,2.1255,0.1402,4.5,7.2796,-0.0007,3,4.232660051377626,0.2345215509752353,False,False,1,GREEN
0.8,6,5,car,car,10.569,7.2295,15.6885,9.0465,0.6195,0.017,1.3771,2.1255,4.5,7.5776,7.2796,1,inf,0.0,False,False,1,GREEN
0.8,6,9,car,car,10.569,7.2295,16.5295,7.403,1.4605,-1.6265,1.3771,1.2072,4.5,7.5776,-0.9745,2,8.596233078281344,0.0098822355357754,False,False,1,GREEN
0.8,6,11,car,truck,10.569,7.2295,21.5217,6.5695,2.9527,-1.49,1.3771,1.1523,8.0,7.5776,-1.2377,3,13.134786476868335,0.0085574287939851,False,False,1,GREEN
0.8,6,7,car,car,10.569,7.2295,28.5916,8.2638,13.5226,-0.7657,1.3771,0.1402,4.5,7.5776,-0.0007,4,10.932654216185629,0.0565690625323532,False,False,1,GREEN
0.8,9,11,car,truck,16.5295,7.403,21.5217,6.5695,-3.0078,-1.3165,1.2072,1.1523,8.0,-0.9745,-1.2377,1,,,False,False,1,GREEN
0.8,9,7,car,car,16.5295,7.403,28.5916,8.2638,7.5621,-0.9392,1.2072,0.1402,4.5,-0.9745,-0.0007,2,7.087253983130271,0.0752759815395194,False,False,1,GREEN
0.8,11,7,truck,car,21.5217,6.5695,28.5916,8.2638,2.5699,-0.4557,1.1523,0.1402,4.5,-1.2377,-0.0007,1,2.539175970753877,0.1992969395696331,False,False,1,GREEN
0.8,14,1,car,truck,1.094,7.1365,9.0235,5.618,-0.0705,-0.6315,0.8113,1.1049,8.0,-0.8763,8.609,1,,,False,False,1,GREEN
0.8,14,3,car,car,1.094,7.1365,8.597,8.313,3.003,-0.6235,0.8113,2.3178,4.5,-0.8763,6.3201,2,inf,0.0,False,False,1,GREEN
0.8,14,6,car,car,1.094,7.1365,10.569,7.2295,4.975,-1.707,0.8113,1.3771,4.5,-0.8763,7.5776,3,inf,0.0,False,False,1,GREEN
0.8,14,9,car,car,1.094,7.1365,16.5295,7.403,10.9355,-1.5335,0.8113,1.2072,4.5,-0.8763,-0.9745,4,inf,0.0,False,False,1,GREEN
0.8,14,11,car,truck,1.094,7.1365,21.5217,6.5695,12.4277,-1.583,0.8113,1.1523,8.0,-0.8763,-1.2377,5,inf,0.0,False,False,1,GREEN
0.8,14,7,car,car,1.094,7.1365,28.5916,8.2638,22.9976,-0.6727,0.8113,0.1402,4.5,-0.8763,-0.0007,6,34.26851437937714,0.009791787186489,False,False,1,GREEN
0.933,12,23,truck,car,7.269,6.572,16.7386,5.7652,4.9696,-1.3432,1.4158,0.2381,4.5,1.9258,-0.0856,1,4.219750360872888,0.139546169711848,False,False,1,GREEN
